Shape,date,time,title,description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,state,gazetteer_closest_point,gazetteer_distance
"(74.62463320000006, 13.878035074000024)",12/06/2017 00:00,,Landslide blocks NH66 in Uttar Kannada,Landslide closes off NH66 for ~5 hours,"Ottinene, on NH66 in Udupi District/Uttar Kannada",10km,landslide,rain,small,above_road,0,0,13.87803507,74.6246332,India,Karnataka,Bainduru,4.45
"(88.26672249500007, 26.965318595000042)",05/06/2017 20:00,20:00,"Landslide in Darjeeling area, Sonada",Rain-caused landslide buries old woman in Sonada region,"Daragoan (?) in Sonada area, Darjeeling",10km,landslide,rain,medium,urban,1,2,26.9653186,88.2667225,India,West Bengal,Darjeeling,8.42
"(74.93828041000006, 33.01739980800005)",21/06/2017 22:00,22:00,Landslide in Trikuta Hills,Landslide closed Bhairon Ghati track to Shri Mata Viashno Devi,"Bhairon Ghati track to Shri Mata Vaishno Devi, Katra, Reasi district, Trikuta Hills",1km,landslide,rain,small,natural_slope,0,0,33.01739981,74.93828041,India,Jammu and Kashmir,Riasi,12.61
"(76.93277100000006, 31.707790000000045)",09/08/2016 00:00,,Landslide in Manali,Manali has received heavy rain in the past 24 hours. The regional meteorological department claimed the state has received 257 per cent excess rain in the past 24 days alone and predicted more over the next few days. Landslide took out two buses.,"Manali, Himachal Pradesh, India",5km,landslide,downpour,small,above_road,0,1,31.70779,76.932771,India,Himachal Pradesh,Mandi,0.73
"(75.12206351100008, 32.948183216000075)",21/06/2017 00:00,,Landslides in Jammu and Kashmir - Bali Nallah,Boulders from hill fell and blocked roadway,"Bali Nallah area, near Udhampur",5km,rock_fall,rain,small,above_road,0,0,32.94818322,75.12206351,India,Jammu and Kashmir,Udhampur,3.34
"(76.99790295200006, 30.86642127400006)",29/06/2017 00:00,,Landslides after incessant rain on NH 22,Over a dozen landslides in 48 hours on NH 22 between Parwanoo and Solan. Triggered by early monsoon-like rains.,"NH-22, Kasauli Sub-District, Solan, Himachal Pradesh, 173220",10km,landslide,monsoon,medium,above_road,0,0,30.86642127,76.99790295,India,Himachal Pradesh,Kalka,6.79
"(76.80054202000008, 30.94222039400006)",07/06/2017 01:00,01:00,Factory Wall collapse landslide in Baddi,"Rains caused an old factory wall to collapse, creating a landslide",,5km,landslide,rain,medium,urban,8,9,30.94222039,76.80054202,India,Himachal Pradesh,Nalagarh,13.53
"(74.23352994600003, 33.351492687000075)",08/06/2017 05:00,05:00,Landslide in Jammu and Kashmir,"Landslide occurred in Dungi area, killing one","Dungi area, Jammu and Kashmir",25km,landslide,unknown,small,natural_slope,1,2,33.35149269,74.23352995,India,Jammu and Kashmir,Rajauri,6.3
"(93.54235868400008, 27.059093165000036)",04/06/2017 00:00,,Landslide near Itangar,"Landslide damaged a water pipe near Poma, outside of Itangar","Poma River, west of Itangar",5km,landslide,unknown,medium,natural_slope,0,0,27.05909317,93.54235868,India,Arunachal Pradesh,Kaolakhat,48.48
"(74.85970453000004, 12.896741681000037)",12/06/2017 09:00,09:00,Landslide on tracks near Mangaluru,Landslide blocks train tracks on Southern Railway,"Near Mangaluru, on Southern Railway between Padil and Jokatte Stations",5km,landslide,rain,small,above_road,,,12.89674168,74.85970453,India,Karnataka,Mangalore,3.56
"(74.93530188600005, 33.01346368600008)",30/06/2017 12:00,12:00,Landslide hits path to Vaishno Devi shrine,Landslide on footpath kills one pilgrim and injures 8 others,"Himtoki Route, Jammu and Kashmir",1km,landslide,rain,medium,above_road,1,8,33.01346369,74.93530189,India,Jammu and Kashmir,Riasi,12.65
"(93.54136779000004, 27.058803844000067)",21/06/2017 07:00,07:00,Landslide in Itanagar,Landslide disrupts water supply pipeline,"Poma, 6km away from Itanagar",1km,landslide,rain,small,natural_slope,0,0,27.05880384,93.54136779,India,Arunachal Pradesh,Kaolakhat,48.47
"(91.88189200000005, 25.907233000000076)",26/05/2017 17:00,17:00,Retaining wall collapse in Nongpoh,"Rain causes retaining wall of St. Paul's school to collapse, injuring three","St Paul's Secondary School, Nongpoh",exact,landslide,rain,small,urban,0,3,25.907233,91.881892,India,Meghalaya,Umran,15.31
"(94.11844319200009, 25.67061160800006)",02/06/2017 00:00,,Landslide in Kohima,"Heavy rain and illegal dumping causes landslide in Eastern Kohima, blocking roads","The road that connects civil secretariat and medical college site towards BSF camp at Nhachüko, Kohima",1km,landslide,continuous_rain,medium,urban,0,0,25.67061161,94.11844319,India,Nagaland,Naga Hills,18.83
"(93.15020651800006, 24.324205389000042)",26/06/2017 00:00,00:00,Landslide destroys section of National Highway 2,Landslide between villages of Damdiei and Taithu destroys road and cuts of 8 villages from the rest of Manipur state. Landslide happened during night of heavy rain.,"NH 2, Manipur State, India",5km,landslide,downpour,large,above_road,0,0,24.32420539,93.15020652,India,Manipur,Parbung,9.81
"(76.89785917800003, 8.558668245000035)",05/06/2017 15:00,15:00,Landslide in Construction site in Pangappara,Construction wall seemingly failed and caused a landslide in a construction zone,"Pangappara, near Thiruvananthapuram",5km,landslide,construction,medium,urban,4,1,8.55866825,76.89785918,India,Kerala,Trivandrum,9.11
"(85.70071224600008, 21.556136999000046)",21/06/2017 00:00,,Work site landslide in Odisha,Construction work on river embankment collapses,Jharbeda village in Karanjia block,5km,riverbank_collapse,construction,medium,above_river,2,2,21.556137,85.70071225,India,Orissa,Keonjhargarh,13.66
"(92.74744512300003, 23.73354779400006)",10/06/2017 16:00,16:00,"Landslide in Aizawl, kills 2","Rain triggered landslides in Indian city of Aizawl, Mizoram",,1km,landslide,rain,small,unknown,2,,23.73354779,92.74744512,India,Mizoram,Aizwal,6.18
"(74.66018578400008, 13.900745464000067)",12/06/2017 09:00,09:00,Landslide on Southern Railway,Rain caused landslide to block train traffic between Jokatte and Padil,"Along track betweek Jokatte and Padil stations, near Mangaluru",5km,landslide,rain,small,above_road,0,0,13.90074546,74.66018578,India,Karnataka,Bainduru,7.72
"(94.36416626300007, 25.119566745000043)",12/06/2017 22:00,22:00,Mudslide in Eastern Manipur,Houses were washed away due to mudslides due to torrential rain,"Khaivarentang village (??) in Ukhrul, Manipur",50km,mudslide,continuous_rain,medium,natural_slope,0,0,25.11956675,94.36416626,India,Manipur,Chattrik,31.21
"(91.82931979300008, 24.194674512000063)",03/06/2017 22:00,22:00,Landslide in Kamalpur,Landslide in Kamalpur in northern Tripura buries houses and kills 3,Kamalpur,10km,landslide,rain,medium,urban,3,1,24.19467451,91.82931979,India,Tripura,Kamalpur,6.96
"(76.93732120900006, 31.724154475000034)",27/06/2017 00:00,,Landslide in Khaliyar area on Mandi-Pathnakot Highway,Heavy rains triggered landslide at several places. The Mandi-Pathankot national highway was blocked for more than four hours due to a landslide near Mandi and many vehicles were stranded. Mandi had 78.2 mm of rain in past day.,"NH-20, Khaliar Area, Mandi, Himachal Pradesh, 175001",1km,landslide,downpour,small,above_road,0,0,31.72415448,76.93732121,India,Himachal Pradesh,Mandi,1.59
"(74.16234113600007, 15.686384936000024)",29/06/2017 00:00,,Landslide obstructs road,Small landslide obstructs only approach road to village of Maan after days of heavy rain,"Maan, Khanapur, Karnataka State, India",1km,landslide,continuous_rain,small,above_road,0,0,15.68638494,74.16234114,India,Karnataka,Kankumbi,5.92
"(88.59676955500004, 27.54295098800003)",26/05/2017 00:00,,Rockslide in North Sikkim,Large rockslide blocks rural road,"Toong-Sankalang road between Saffo and Ship-Gyer, North Sikkim",5km,landslide,rain,medium,above_road,0,0,27.54295099,88.59676956,India,Sikkim,Mangan,8.46
"(78.06239075900004, 32.238433128000054)",02/07/2017 00:00,,Landslide blocks road to Manali,Landslide blocks road 8km from near Langza,"Spiti, Lahul & Spiti, Himachal Pradesh",10km,landslide,rain,small,above_road,0,0,32.23843313,78.06239076,India,Himachal Pradesh,Luling,1.27
"(73.02227600000003, 19.170539000000076)",29/08/2016 04:00,04:00,Landslide near Rehamania Hospital,Small landslide caused minor road delays.,"Rehamania Hospital, Mumbra Bypass, Thane, Maharashtra, India",exact,landslide,rain,small,above_road,0,0,19.170539,73.022276,India,Maharashtra,Dombivli,7.8
"(94.10493100000008, 25.660517000000027)",25/08/2016 00:00,,Mudslide near Kohima,"Torrential rainfall on Thursday triggered heavy mudslide at the old dumping zone area, around 11 kms away from the state capital. North traffic control room informed that the debris was cleared around 6.30 p.m. Vehicles travelling to Kohima and those vehicles from Kohima headed to Dimapur were diverted through the bye-pass route.","Near Kohima, Nagaland, India",25km,mudslide,rain,small,natural_slope,,,25.660517,94.104931,India,Nagaland,Naga Hills,20.49
"(74.94808200000006, 33.02997700000003)",24/08/2016 00:00,,Landslide at Vaishno Devi Shrine,1 man died and many pilgrims trapped under debris after a landslide hit the cave shrine of Vaishno Devi in Jammu.,"Cave Shrine of Vaishno Devi, Jammu, India",1km,landslide,unknown,medium,natural_slope,1,0,33.029977,74.948082,India,Jammu and Kashmir,Riasi,12.66
"(93.93108879600004, 25.066572760000042)",30/06/2017 00:00,,NH-2 blocked by landslide along Imphal-Dimapur section,http://e-pao.net/GP.asp?src=2..020717.jul17,Torrential downpour causes road-blocking lansdlide along NH-2 near Bimparao village,1km,landslide,downpour,small,above_road,0,0,25.06657276,93.9310888,India,Manipur,Kalapahar,6.37
"(78.40130300000004, 31.452060000000074)",21/08/2016 00:00,,Landslide in Kinner Kailash,Sporadic rains occurred in some places in Himachal Pradesh even as a pilgrim trapped due to a landslide died while three others were rescued.,"Kinner Kailash, Himachal Pradesh",exact,landslide,rain,small,natural_slope,1,0,31.45206,78.401303,India,Himachal Pradesh,Chitkal,10.72
"(77.52161233900006, 32.306289940000056)",03/07/2017 00:00,,Landslide blocks Gramphuk-Kaza road,route from Manali side towards Kaza has also been blocked between Gramphu and Kaza at the Dorni Mod for the last two days because of a landslide,"Dorni Mod( ??), Lahul & Spiti, Himachal Pradesh",100km,landslide,unknown,medium,above_road,0,0,32.30628994,77.52161234,India,Himachal Pradesh,Chandra,26.56
"(92.82118200000008, 24.768609000000026)",01/09/2016 00:00,,Landslide in Silchar,"Bodies of two women were found while as many members of the same family were still missing after being washed away in landslide and floods in Assam's Cachar district, police said on Thursday. Four members of the family of Dipesh Lemrong - his wife, a daughter and two sons - were last night washed away when their house was damaged in a landslide following heavy rains in Kashiyapunji area of Bhubanpahar.","Silchar, Assam, India",50km,landslide,flooding,large,natural_slope,4,0,24.768609,92.821182,India,Assam,Silchar,7.38
"(93.65975251500004, 27.106472262000068)",01/07/2017 05:00,05:00,Landslide near Dree Festival Ground,Incessant rains trigger floods and landslides around Itanagar. The National Highway 415 road between Itanagar and Naharlagun is blocked as a large portion of the highway near Dree Ground was washed away early on Saturday morning.,"Dree Festival Ground, NH-415, Arunachal Pradesh, India",exact,landslide,downpour,medium,below_road,0,0,27.10647226,93.65975252,India,Arunachal Pradesh,North Lakhimpur,46.6
"(74.41035051800003, 14.522034424000026)",03/07/2017 00:00,,Landslide blocks NH-66,Landslide completely blocks NH-66 in Bargi for 3 hours.,"Bargi, Kumta, Uttara Kannada, Karnataka",1km,landslide,rain,medium,above_road,0,0,14.52203442,74.41035052,India,Karnataka,Gokarn,10.8
"(93.60815652400004, 27.08168564700003)",01/07/2017 07:00,07:00,House in Itanagar washed away by landslide,Landslide completely destroys house in Sanglo Potum. No casualties as house was vacated immediately prior.,"Sanglo Potum (??), Itanagar, Papum Pare, Arunachal Pradesh",5km,landslide,continuous_rain,medium,natural_slope,0,0,27.08168565,93.60815652,India,Arunachal Pradesh,Kaolakhat,50.3
"(75.80813835800006, 33.184772011000064)",29/06/2017 00:00,,Landslide blocks highway,Landslide blocks Batote-Kishtwar Highway near Drabshalla,"NH-1B, Drabshalla, Jammu and Kashmir",5km,landslide,rain,medium,above_road,0,0,33.18477201,75.80813836,India,Jammu and Kashmir,Shandero,3.65
"(78.68137900000005, 30.922325000000058)",28/08/2016 00:00,,Landslide at Gangnani,1 man was buried under a landslide and the body was not found.,"Gangnani, Uttarakhand, India",1km,landslide,rain,small,above_road,1,0,30.922325,78.681379,India,Uttaranchal,Purali,12.73
"(75.29750087600007, 33.08146902100003)",30/06/2017 00:00,,Multiple landslides along highway,Landslides along Jammu-Srinagar National Highway triggered by heavy rains. Landslide marked near Nashri tunnel.,"NH-1A, Patnitop, Chenani, Udhampur, Jammu & Kashmir, 182142",1km,landslide,downpour,small,above_road,0,0,33.08146902,75.29750088,India,Jammu and Kashmir,Udhampur,23.81
